volunteer,study,activity,measure,mean,std.dev
1,train,Laying,fBodyBodyGyroJerkMag,-0.9423669466,0.9429015096189652
1,train,Sitting,tBodyAcc-X,0.2612375654255319,0.9785664173229968
1,train,Sitting,tBodyAcc-Y,-0.001308287651702128,0.9347715615363361
1,train,Sitting,tBodyAcc-Z,-0.10454418225531915,0.9495044831129161
1,train,Sitting,tGravityAcc-X,0.8315099334042553,0.9710584171099096
1,train,Sitting,tGravityAcc-Y,0.20441159268085107,0.9454276489943869
1,train,Sitting,tGravityAcc-Z,0.33204370276595746,0.9563423938394516
1,train,Sitting,tBodyAccJerk-X,0.0774825199574468,0.9867975729542792
1,train,Sitting,tBodyAccJerk-Y,-6.191027851063836e-4,0.9818309692408946
1,train,Sitting,tBodyAccJerk-Z,-0.0033677923502127664,0.9880950234704274
1,train,Sitting,tBodyGyro-X,-0.04535005651276596,0.9788151189590949
1,train,Sitting,tBodyGyro-Y,-0.0919241549361702,0.9717260412982005
1,train,Sitting,tBodyGyro-Z,0.06293138119148936,0.9468675337208282
1,train,Sitting,tBodyGyroJerk-X,-0.09367938072340426,0.9919836713392266
1,train,Sitting,tBodyGyroJerk-Y,-0.040211812425531915,0.9898159287348425
1,train,Sitting,tBodyGyroJerk-Z,-0.046702627,0.9883712355689696
1,train,Sitting,tBodyAccMag,-0.9485367861702128,0.9422062599242703
1,train,Sitting,tGravityAccMag,-0.9485367861702128,0.9422062599242703
1,train,Sitting,tBodyAccJerkMag,-0.9873641955319149,0.9847704052231627
1,train,Sitting,tBodyGyroMag,-0.93089249,0.9450604044966625
1,train,Sitting,tBodyGyroJerkMag,-0.9919763412765957,0.9888253436434984
1,train,Sitting,fBodyAcc-X,-0.9796412387234043,0.9779092288781221
1,train,Sitting,fBodyAcc-Y,-0.944084550425532,0.9311675906135531
1,train,Sitting,fBodyAcc-Z,-0.9591848891489362,0.946223109269742
1,train,Sitting,fBodyAccJerk-X,-0.9865970225531915,0.9878141358267721
1,train,Sitting,fBodyAccJerk-Y,-0.9815794670212766,0.9829392011605149
1,train,Sitting,fBodyAccJerk-Z,-0.9860530923404255,0.9885061229104174
1,train,Sitting,fBodyGyro-X,-0.9761614640425532,0.9795352079155223
1,train,Sitting,fBodyGyro-Y,-0.9758385853191489,0.969598900536996
1,train,Sitting,fBodyGyro-Z,-0.9513155444680851,0.949113239884658
1,train,Sitting,fBodyAccMag,-0.9477829225531915,0.9430968938154158
1,train,Sitting,fBodyBodyAccJerkMag,-0.9852621268085107,0.9825074928174903
1,train,Sitting,fBodyBodyGyroMag,-0.9584355893617021,0.944166359610467
1,train,Sitting,fBodyBodyGyroJerkMag,-0.9897975472340426,0.9877179862648209
1,train,Standing,tBodyAcc-X,0.2789176290566038,0.9957736053738282
1,train,Standing,tBodyAcc-Y,-0.016137590103773584,0.9738552092851805
1,train,Standing,tBodyAcc-Z,-0.11060181773584905,0.9801530251470051
1,train,Standing,tGravityAcc-X,0.9429520003773585,0.9938541204103837
1,train,Standing,tGravityAcc-Y,-0.27298383226415096,0.9818619480982509
1,train,Standing,tGravityAcc-Z,0.01349058232264151,0.9769134210868845
1,train,Standing,tBodyAccJerk-X,0.0753766542264151,0.9946080140885871
1,train,Standing,tBodyAccJerk-Y,0.007975730928301887,0.9856779418267944
1,train,Standing,tBodyAccJerk-Z,-0.0036852495470943397,0.9922564617004274
1,train,Standing,tBodyGyro-X,-0.02398773479792453,0.9872449700832296
1,train,Standing,tBodyGyro-Y,-0.05939722098113208,0.9878270438962002
1,train,Standing,tBodyGyro-Z,0.074800751,0.9809349110655754
1,train,Standing,tBodyGyroJerk-X,-0.09960921290566038,0.9929535685374863
1,train,Standing,tBodyGyroJerk-Y,-0.04406278779245283,0.995146675145696
1,train,Standing,tBodyGyroJerk-Z,-0.04895054667169811,0.9921330283976532
1,train,Standing,tBodyAccMag,-0.9842782073584906,0.9824550011334627
1,train,Standing,tGravityAccMag,-0.9842782073584906,0.9824550011334627
1,train,Standing,tBodyAccJerkMag,-0.9923677905660377,0.9931089544667742
1,train,Standing,tBodyGyroMag,-0.9764937928301887,0.9790885184753214
1,train,Standing,tBodyGyroJerkMag,-0.9949667905660378,0.9947475158182393
1,train,Standing,fBodyAcc-X,-0.9952499326415094,0.996044994251108
1,train,Standing,fBodyAcc-Y,-0.9770708477358491,0.9731051152325444
1,train,Standing,fBodyAcc-Z,-0.9852970986792453,0.9784358581853185
1,train,Standing,fBodyAccJerk-X,-0.9946307973584906,0.9950768985632449
1,train,Standing,fBodyAccJerk-Y,-0.9854187045283019,0.9870446133424465
1,train,Standing,fBodyAccJerk-Z,-0.9907521660377359,0.9923545115409815
1,train,Standing,fBodyGyro-X,-0.9863867860377359,0.9875514527202918
1,train,Standing,fBodyGyro-Y,-0.9889844558490566,0.9872153745770663
1,train,Standing,fBodyGyro-Z,-0.9807731228301887,0.9825980910876573
1,train,Standing,fBodyAccMag,-0.9853563611320755,0.9828436618713313
1,train,Standing,fBodyBodyAccJerkMag,-0.9925424775471698,0.9925470470181544
1,train,Standing,fBodyBodyGyroMag,-0.9846176233962264,0.9788735279611163
1,train,Standing,fBodyBodyGyroJerkMag,-0.9948153769811321,0.994687285603547
1,train,Walking,tBodyAcc-X,0.2773307587368421,0.29168633604273936
1,train,Walking,tBodyAcc-Y,-0.017383818527368422,0.14360180800419917
1,train,Walking,tBodyAcc-Z,-0.11114810354736843,0.26724846915956135
1,train,Walking,tGravityAcc-X,0.9352232014736842,0.976696476154753
1,train,Walking,tGravityAcc-Y,-0.2821650212631579,0.9714683713128914
1,train,Walking,tGravityAcc-Z,-0.068102864,0.9487573768052342
1,train,Walking,tBodyAccJerk-X,0.07404163331578947,0.1457363227877794
1,train,Walking,tBodyAccJerk-Y,0.02827210958842105,0.1232809993793447
1,train,Walking,tBodyAccJerk-Z,-0.004168406177894738,0.5069002269639514
1,train,Walking,tBodyGyro-X,-0.041830963526,0.47689314634849245
1,train,Walking,tBodyGyro-Y,-0.06953004621157895,0.09012727707728854
1,train,Walking,tBodyGyro-Z,0.08494481730421052,0.34818148444022756
1,train,Walking,tBodyGyroJerk-X,-0.08999754237052632,0.21794838398202346
1,train,Walking,tBodyGyroJerk-Y,-0.03984287094631579,0.3189085124789405
1,train,Walking,tBodyGyroJerk-Z,-0.04613092950210526,0.40901337960884954
1,train,Walking,tBodyAccMag,-0.1369711765568421,0.2266498247231708
1,train,Walking,tGravityAccMag,-0.1369711765568421,0.2266498247231708
1,train,Walking,tBodyAccJerkMag,-0.14142880903157895,0.13547366790196735
1,train,Walking,tBodyGyroMag,-0.1609795525368421,0.19796066729911593
1,train,Walking,tBodyGyroJerkMag,-0.2987036790842105,0.3378862246407
1,train,Walking,fBodyAcc-X,-0.2027943063263158,0.32795446392301114
1,train,Walking,fBodyAcc-Y,0.08971272640210526,0.10314152813652257
1,train,Walking,fBodyAcc-Z,-0.3315601177894737,0.2874447180736892
1,train,Walking,fBodyAccJerk-X,-0.17054696454957893,0.16799410196986153
1,train,Walking,fBodyAccJerk-Y,-0.03522552411306316,0.15362850695377048
1,train,Walking,fBodyAccJerk-Z,-0.46899922463157895,0.5396256477819237
1,train,Walking,fBodyGyro-X,-0.33903219711578947,0.51960581663487
1,train,Walking,fBodyGyro-Y,-0.10305941643473684,0.08037544922096923
1,train,Walking,fBodyGyro-Z,-0.25594094031578946,0.4392820809206537
1,train,Walking,fBodyAccMag,-0.1286234506294737,0.4002811427800215
1,train,Walking,fBodyBodyAccJerkMag,-0.05711940003431579,0.15960510078751627
1,train,Walking,fBodyBodyGyroMag,-0.1992525689863158,0.32490196649449293
1,train,Walking,fBodyBodyGyroJerkMag,-0.3193085937789474,0.3924851762286217
1,train,Walking Downstairs,tBodyAcc-X,0.2891883204081633,0.09701684163459863
1,train,Walking Downstairs,tBodyAcc-Y,-0.009918504610204082,0.15684502394395958
1,train,Walking Downstairs,tBodyAcc-Z,-0.10756619090816326,0.2451250924784696
1,train,Walking Downstairs,tGravityAcc-X,0.9318744189795918,0.9508469076362434
1,train,Walking Downstairs,tGravityAcc-Y,-0.26661033897959185,0.9375866105991976
1,train,Walking Downstairs,tGravityAcc-Z,-0.06211995859387755,0.8967794406110089
1,train,Walking Downstairs,tBodyAccJerk-X,0.05415531648979592,0.0928135483723507
1,train,Walking Downstairs,tBodyAccJerk-Y,0.02965044904081633,0.17524251842534733
1,train,Walking Downstairs,tBodyAccJerk-Z,-0.010971973018367347,0.3627899886282693
1,train,Walking Downstairs,tBodyGyro-X,-0.03507819029897959,0.5035737490765843
1,train,Walking Downstairs,tBodyGyro-Y,-0.09093712902040817,0.1617537675714824
1,train,Walking Downstairs,tBodyGyro-Z,0.09008501420306123,0.1562983823074125
1,train,Walking Downstairs,tBodyGyroJerk-X,-0.07395920362714285,0.49608437945683875
1,train,Walking Downstairs,tBodyGyroJerk-Y,-0.043990278336734696,0.2761144435643403
1,train,Walking Downstairs,tBodyGyroJerk-Z,-0.027046106106122448,0.2857706881190953
1,train,Walking Downstairs,tBodyAccMag,0.027188291410612245,0.10019651505584579
1,train,Walking Downstairs,tGravityAccMag,0.027188291410612245,0.10019651505584579
1,train,Walking Downstairs,tBodyAccJerkMag,-0.08944748079795918,0.13089912255566147
1,train,Walking Downstairs,tBodyGyroMag,-0.07574125436734694,0.27483974329377797
1,train,Walking Downstairs,tBodyGyroJerkMag,-0.29546384334693876,0.3457575288271619
1,train,Walking Downstairs,fBodyAcc-X,0.038229183151020404,0.1100680083583596
1,train,Walking Downstairs,fBodyAcc-Y,0.0015499078359183687,0.18162491559590724
1,train,Walking Downstairs,fBodyAcc-Z,-0.22557447169387754,0.306410849741524
1,train,Walking Downstairs,fBodyAccJerk-X,-0.0276638676122449,0.12172744924894804
1,train,Walking Downstairs,fBodyAccJerk-Y,-0.1286671576489796,0.1991086595739274
1,train,Walking Downstairs,fBodyAccJerk-Z,-0.2883347357142857,0.41370253095433407
1,train,Walking Downstairs,fBodyGyro-X,-0.3524496313632653,0.5422700464139154
1,train,Walking Downstairs,fBodyGyro-Y,-0.05570225246938775,0.2012133153720297
1,train,Walking Downstairs,fBodyGyro-Z,-0.03186942719795918,0.25235733943026745
1,train,Walking Downstairs,fBodyAccMag,0.09658453430408163,0.20902875849786104
1,train,Walking Downstairs,fBodyBodyAccJerkMag,0.026218494932653064,0.17759075767404703
1,train,Walking Downstairs,fBodyBodyGyroMag,-0.18572028574489796,0.4245186180240803
1,train,Walking Downstairs,fBodyBodyGyroJerkMag,-0.281963359177551,0.42495217771772936
1,train,Walking Upstairs,tBodyAcc-X,0.2554616896226415,0.35865173371388714
1,train,Walking Upstairs,tBodyAcc-Y,-0.023953149264339623,0.09912858398709189
1,train,Walking Upstairs,tBodyAcc-Z,-0.09730200209433962,0.053249797653176334
1,train,Walking Upstairs,tGravityAcc-X,0.8933510975471698,0.9567858688933657
1,train,Walking Upstairs,tGravityAcc-Y,-0.36215336433962264,0.9536644064484782
1,train,Walking Upstairs,tGravityAcc-Z,-0.07540293975471699,0.9129467950059003
1,train,Walking Upstairs,tBodyAccJerk-X,0.10137272992264151,0.45092741820018445
1,train,Walking Upstairs,tBodyAccJerk-Y,0.019486307618867927,0.3866130702241158
1,train,Walking Upstairs,tBodyAccJerk-Z,-0.04556254491132076,0.7074628067933312
1,train,Walking Upstairs,tBodyGyro-X,0.05054937975471698,0.5732107648231447
1,train,Walking Upstairs,tBodyGyro-Y,-0.16617001508867923,0.08294064568807065
1,train,Walking Upstairs,tBodyGyro-Z,0.05835954639811321,0.5169127531753471
1,train,Walking Upstairs,tBodyGyroJerk-X,-0.12223276801132076,0.6167378487170216
1,train,Walking Upstairs,tBodyGyroJerk-Y,-0.042148588450943394,0.6042169943581852
1,train,Walking Upstairs,tBodyGyroJerk-Z,-0.0407125527654717,0.608344507255623
1,train,Walking Upstairs,tBodyAccMag,-0.12992763073584906,0.33031317566165336
1,train,Walking Upstairs,tGravityAccMag,-0.12992763073584906,0.33031317566165336
1,train,Walking Upstairs,tBodyAccJerkMag,-0.4665034462264151,0.484975374054876
1,train,Walking Upstairs,tBodyGyroMag,-0.12673558996981132,0.23129940512984706
1,train,Walking Upstairs,tBodyGyroJerkMag,-0.5948828650943396,0.6505311179555653
1,train,Walking Upstairs,fBodyAcc-X,-0.4043217841509434,0.34333152456073707
1,train,Walking Upstairs,fBodyAcc-Y,-0.19097672081132075,0.10619863194483571
1,train,Walking Upstairs,fBodyAcc-Z,-0.4333497020754717,0.10378138207258418
1,train,Walking Upstairs,fBodyAccJerk-X,-0.47987524566037737,0.4664144204018255
1,train,Walking Upstairs,fBodyAccJerk-Y,-0.41344458754716984,0.3902229706484591
1,train,Walking Upstairs,fBodyAccJerk-Z,-0.6854743539622642,0.7270017411715509
1,train,Walking Upstairs,fBodyGyro-X,-0.4926116679245283,0.5975523763862854
1,train,Walking Upstairs,fBodyGyro-Y,-0.3194746090566038,0.18329591282533778
1,train,Walking Upstairs,fBodyGyro-Z,-0.4535972130188679,0.5799248109791466
1,train,Walking Upstairs,fBodyAccMag,-0.35239594471698116,0.4212399084807889
1,train,Walking Upstairs,fBodyBodyAccJerkMag,-0.4426521624528302,0.5395953202875506
1,train,Walking Upstairs,fBodyBodyGyroMag,-0.3259614573962264,0.2668709346869615
1,train,Walking Upstairs,fBodyBodyGyroJerkMag,-0.6346650820754717,0.6962580542889524
2,test,Laying,tBodyAcc-X,0.2813734039583333,0.9748066944308733
2,test,Laying,tBodyAcc-Y,-0.018158739758333334,0.9807255776311627
2,test,Laying,tBodyAcc-Z,-0.10724561041666666,0.984452625429388
2,test,Laying,tGravityAcc-X,-0.509754238125,0.9622404134267626
2,test,Laying,tGravityAcc-Y,0.752536639375,0.9885473507299529
2,test,Laying,tGravityAcc-Z,0.6468348795833333,0.9845657133959272
2,test,Laying,tBodyAccJerk-X,0.08259725116666666,0.9860275765617095
2,test,Laying,tBodyAccJerk-Y,0.012254788451875,0.9833337583271016
2,test,Laying,tBodyAccJerk-Z,-0.0018026489562499998,0.9884824772821388
2,test,Laying,tBodyGyro-X,-0.01847660675,0.9884518295272934
2,test,Laying,tBodyGyro-Y,-0.11180082458333333,0.9824300366369857
2,test,Laying,tBodyGyro-Z,0.14488284610416666,0.9616627687939662
2,test,Laying,tBodyGyroJerk-X,-0.10197413420833333,0.9932675607631333
2,test,Laying,tBodyGyroJerk-Y,-0.035859017608333335,0.9896441233418879
2,test,Laying,tBodyGyroJerk-Z,-0.07017830208333334,0.9881462660842062
2,test,Laying,tBodyAccMag,-0.9774354852083333,0.9741564821936909
2,test,Laying,tGravityAccMag,-0.9774354852083333,0.9741564821936909
2,test,Laying,tBodyAccJerkMag,-0.9877416960416666,0.9858227957199465
2,test,Laying,tBodyGyroMag,-0.9500115695833333,0.9628271924205302
2,test,Laying,tBodyGyroJerkMag,-0.9917670741666667,0.9898617388911594
2,test,Laying,fBodyAcc-X,-0.9767250597916667,0.9740377198602638
2,test,Laying,fBodyAcc-Y,-0.9798008779166667,0.9814811645958246
2,test,Laying,fBodyAcc-Z,-0.984380981875,0.985019617053348
2,test,Laying,fBodyAccJerk-X,-0.9858136308333333,0.9873871359599545
2,test,Laying,fBodyAccJerk-Y,-0.9827682504166667,0.985100225118712
2,test,Laying,fBodyAccJerk-Z,-0.9861971345833334,0.9893704511385149
2,test,Laying,fBodyGyro-X,-0.9864311425,0.98902446070982
2,test,Laying,fBodyGyro-Y,-0.9833216354166666,0.9820441457017035
2,test,Laying,fBodyGyro-Z,-0.9626718875,0.9643325489256173
2,test,Laying,fBodyAccMag,-0.9751101964583333,0.9760738085923417
2,test,Laying,fBodyBodyAccJerkMag,-0.9853741147916667,0.9849314746588763
2,test,Laying,fBodyBodyGyroMag,-0.9721129727083333,0.962813495910418
2,test,Laying,fBodyBodyGyroJerkMag,-0.9902487022916666,0.9896676061001692
2,test,Sitting,tBodyAcc-X,0.27708735173913046,0.9873427462071973
2,test,Sitting,tBodyAcc-Y,-0.01568799372826087,0.9547846914511725
2,test,Sitting,tBodyAcc-Z,-0.10921827245652174,0.9626203812560747
2,test,Sitting,tGravityAcc-X,0.9404772730434783,0.9822827718496377
2,test,Sitting,tGravityAcc-Y,-0.1056300244987826,0.9630175195095273
2,test,Sitting,tGravityAcc-Z,0.19872676876086956,0.9603399046071347
2,test,Sitting,tBodyAccJerk-X,0.0722564387173913,0.9881100897328561
2,test,Sitting,tBodyAccJerk-Y,0.011695451132391305,0.9780692840901367
2,test,Sitting,tBodyAccJerk-Z,0.0076054692986956525,0.9875522738555114
2,test,Sitting,tBodyGyro-X,-0.04547066204347826,0.985876280350089
2,test,Sitting,tBodyGyro-Y,-0.05992867970434783,0.9790113077281356
2,test,Sitting,tBodyGyro-Z,0.0412277462173913,0.9607038163721363
2,test,Sitting,tBodyGyroJerk-X,-0.0936328412826087,0.9897455082349058
2,test,Sitting,tBodyGyroJerk-Y,-0.04156020291304348,0.9909127917249011
2,test,Sitting,tBodyGyroJerk-Z,-0.04358509665,0.9855747657716009
2,test,Sitting,tBodyAccMag,-0.9678936239130435,0.959739149505274
2,test,Sitting,tGravityAccMag,-0.9678936239130435,0.959739149505274
2,test,Sitting,tBodyAccJerkMag,-0.9867747130434783,0.9845986798774031
2,test,Sitting,tBodyGyroMag,-0.946035087173913,0.9624200556004984
2,test,Sitting,tBodyGyroJerkMag,-0.9910814939130435,0.9896396202249986
2,test,Sitting,fBodyAcc-X,-0.985803840652174,0.9879040111454186
2,test,Sitting,fBodyAcc-Y,-0.9573434984782608,0.9546075088793583
2,test,Sitting,fBodyAcc-Z,-0.9701621726086956,0.9600086798536658
2,test,Sitting,fBodyAccJerk-X,-0.9878487936956521,0.9894990305430663
2,test,Sitting,fBodyAccJerk-Y,-0.977139702826087,0.980865114150884
2,test,Sitting,fBodyAccJerk-Z,-0.9851290502173913,0.9885962426634607
2,test,Sitting,fBodyGyro-X,-0.9826213895652174,0.9869384292526991
2,test,Sitting,fBodyGyro-Y,-0.9821009236956522,0.9774660202264502
2,test,Sitting,fBodyGyro-Z,-0.9598148223913043,0.9643072751576603
2,test,Sitting,fBodyAccMag,-0.9612737482608695,0.9616294245524124
2,test,Sitting,fBodyBodyAccJerkMag,-0.9838746989130435,0.9842682827423374
2,test,Sitting,fBodyBodyGyroMag,-0.9718405960869565,0.9625599065864684
2,test,Sitting,fBodyBodyGyroJerkMag,-0.9898619508695652,0.9896832483149434
2,test,Standing,tBodyAcc-X,0.27791147222222223,0.9873951244915063
2,test,Standing,tBodyAcc-Y,-0.018420827016666665,0.9581165146090113
2,test,Standing,tBodyAcc-Z,-0.10590853605555556,0.9525696013651764
2,test,Standing,tGravityAcc-X,0.8969285668518518,0.9869799858850271
2,test,Standing,tGravityAcc-Y,-0.37006269685185184,0.974665440329576
2,test,Standing,tGravityAcc-Z,0.1297471612222222,0.9507024804778383
2,test,Standing,tBodyAccJerk-X,0.07475885975925926,0.9813948572595811
2,test,Standing,tBodyAccJerk-Y,0.010329177479444444,0.9714455948068673
2,test,Standing,tBodyAccJerk-Z,-0.008371588467222222,0.9829591637024366
2,test,Standing,tBodyGyro-X,-0.023862387571296297,0.9735200422456539
2,test,Standing,tBodyGyro-Y,-0.08203965775925925,0.9721009718449742
2,test,Standing,tBodyGyro-Z,0.08783516954814814,0.9659987397716501
2,test,Standing,tBodyGyroJerk-X,-0.10556215788888888,0.9796495021110692
2,test,Standing,tBodyGyroJerk-Y,-0.04224195353703704,0.9837131744481213
2,test,Standing,tBodyGyroJerk-Z,-0.054653947942592596,0.9748218683760228
2,test,Standing,tBodyAccMag,-0.9658751812962963,0.9598894205907622
2,test,Standing,tGravityAccMag,-0.9658751812962963,0.9598894205907622
2,test,Standing,tBodyAccJerkMag,-0.9804890774074074,0.9771390439786067
2,test,Standing,tBodyGyroMag,-0.9634663418518519,0.9560936670471409
2,test,Standing,tBodyGyroJerkMag,-0.9839519042592593,0.9779361292372415
2,test,Standing,fBodyAcc-X,-0.9839467398148148,0.989155638482354
2,test,Standing,fBodyAcc-Y,-0.9598716974074074,0.9587182692864787
2,test,Standing,fBodyAcc-Z,-0.9624711957407408,0.9497110649165756
2,test,Standing,fBodyAccJerk-X,-0.9809732416666667,0.9832580417896533
2,test,Standing,fBodyAccJerk-Y,-0.970851337962963,0.973863522853268
2,test,Standing,fBodyAccJerk-Z,-0.979775152037037,0.9846735348034074
2,test,Standing,fBodyGyro-X,-0.967037112037037,0.9754257657869176
2,test,Standing,fBodyGyro-Y,-0.972576152962963,0.9716658325010554
2,test,Standing,fBodyGyro-Z,-0.9606276961111111,0.9704849213797686
2,test,Standing,fBodyAccMag,-0.9640521664814815,0.9623681968590331
2,test,Standing,fBodyBodyAccJerkMag,-0.9770652955555555,0.9757315085692767
2,test,Standing,fBodyBodyGyroMag,-0.9617759048148148,0.95865823561986
2,test,Standing,fBodyBodyGyroJerkMag,-0.9778498274074074,0.9783979310229568
2,test,Walking,tBodyAcc-X,0.27642658644067797,0.42685214783247827
2,test,Walking,tBodyAcc-Y,-0.01859491991457627,0.11680357776722156
2,test,Walking,tBodyAcc-Z,-0.1055003579661017,0.42743787275597384
2,test,Walking,tGravityAcc-X,0.9130173333898305,0.9727868535895378
2,test,Walking,tGravityAcc-Y,-0.34660709,0.9722895050058952
2,test,Walking,tGravityAcc-Z,0.08472708711864407,0.9721622918411983
2,test,Walking,tBodyAccJerk-X,0.0618080696279661,0.2917518843494278
2,test,Walking,tBodyAccJerk-Y,0.01824926792881356,0.16109396264940068
2,test,Walking,tBodyAccJerk-Z,0.007895337066101694,0.5880941084204595
2,test,Walking,tBodyGyro-X,-0.05302581573474576,0.5637323144011734
2,test,Walking,tBodyGyro-Y,-0.04823823169491526,0.5404351261067938
2,test,Walking,tBodyGyro-Z,0.0828336633220339,0.4836625990184837
2,test,Walking,tBodyGyroJerk-X,-0.08188334291525423,0.40932125871499325
2,test,Walking,tBodyGyroJerk-Y,-0.05382994490677966,0.6434076466655865
2,test,Walking,tBodyGyroJerk-Z,-0.051493915683050846,0.4529185378653254
2,test,Walking,tBodyAccMag,-0.2904075937288136,0.4261275676632656
2,test,Walking,tGravityAccMag,-0.2904075937288136,0.4261275676632656
2,test,Walking,tBodyAccJerkMag,-0.28142415388135594,0.20293331469593268
2,test,Walking,tBodyGyroMag,-0.4465490928813559,0.5555757803412178
2,test,Walking,tBodyGyroJerkMag,-0.5479119503389831,0.573315833092417
2,test,Walking,fBodyAcc-X,-0.34604816101694913,0.46106998923277964
2,test,Walking,fBodyAcc-Y,-0.02190481033220339,0.1850663420248859
2,test,Walking,fBodyAcc-Z,-0.4538063698305085,0.45762744822541745
2,test,Walking,fBodyAccJerk-X,-0.30461532288135595,0.3310472201148108
2,test,Walking,fBodyAccJerk-Y,-0.07876408366101695,0.18105795391525337
2,test,Walking,fBodyAccJerk-Z,-0.554956709661017,0.6183913660154559
2,test,Walking,fBodyGyro-X,-0.42971353610169494,0.6056123307844354
2,test,Walking,fBodyGyro-Y,-0.5547721122033898,0.5351985962909735
2,test,Walking,fBodyGyro-Z,-0.39665990745762714,0.5615887655356417
2,test,Walking,fBodyAccMag,-0.3242894279322034,0.5783875426523384
2,test,Walking,fBodyBodyAccJerkMag,-0.16906435281355933,0.2120731047880669
2,test,Walking,fBodyBodyGyroMag,-0.5307048147457627,0.6529219829758345
2,test,Walking,fBodyBodyGyroJerkMag,-0.5832492933898306,0.579375297701409
2,test,Walking Downstairs,tBodyAcc-X,0.2776153480638298,0.13329667318093705
2,test,Walking Downstairs,tBodyAcc-Y,-0.022661415836170214,0.30919889810030354
2,test,Walking Downstairs,tBodyAcc-Z,-0.11681294238297872,0.22962310997677485
2,test,Walking Downstairs,tGravityAcc-X,0.8618313455319149,0.94084152210592
2,test,Walking Downstairs,tGravityAcc-Y,-0.3257801006382979,0.9404183677898255
2,test,Walking Downstairs,tGravityAcc-Z,-0.043889016272340424,0.9320522907367447
2,test,Walking Downstairs,tBodyAccJerk-X,0.11004061556957447,0.22171050062252812
2,test,Walking Downstairs,tBodyAccJerk-Y,-0.0032795908148936168,0.23533497542908707
2,test,Walking Downstairs,tBodyAccJerk-Z,-0.020935167776595747,0.35829970369228165
2,test,Walking Downstairs,tBodyGyro-X,-0.11594735287234043,0.36613146361963905
2,test,Walking Downstairs,tBodyGyro-Y,-0.0048232923191489354,0.42862737889856883
2,test,Walking Downstairs,tBodyGyro-Z,0.09717380890638298,0.2906442890723789
2,test,Walking Downstairs,tBodyGyroJerk-X,-0.05810384985106383,0.3222351777762199
2,test,Walking Downstairs,tBodyGyroJerk-Y,-0.04214702575319149,0.5025678258513573
2,test,Walking Downstairs,tBodyGyroJerk-Z,-0.0710229816893617,0.27803204805568316
2,test,Walking Downstairs,tBodyAccMag,0.08995112049787234,0.24329867691258178
2,test,Walking Downstairs,tGravityAccMag,0.08995112049787234,0.24329867691258178
2,test,Walking Downstairs,tBodyAccJerkMag,0.0056551633510638286,0.28701599281762413
2,test,Walking Downstairs,tBodyGyroMag,-0.16218858693042554,0.34411694391167763
2,test,Walking Downstairs,tBodyGyroJerkMag,-0.4108726714893617,0.4154439542805349
2,test,Walking Downstairs,fBodyAcc-X,0.11284116032553192,0.13876518587131628
2,test,Walking Downstairs,fBodyAcc-Y,0.2783450417659574,0.23270961348324612
2,test,Walking Downstairs,fBodyAcc-Z,-0.131290772,0.2771612209633547
